Name,Height:,Weight:,Reach:,Age,SLpM:,Str. Acc.:,SApM:,Str. Def:,TD Avg.:,TD Acc.:,TD Def.:,Sub. Avg.:,Win Percentage,Total Fights
joe gigliotti,5.92,185,69,26,1.04,0.39,2.92,0.45,1.56,1.0,0.5,0.8,0.78,9
trevin giles,6.0,185,74,27,3.25,0.61,1.36,0.7,1.95,1.0,0.72,0.0,0.85,13
gregor gillespie,5.58,155,71,32,3.6,0.53,1.81,0.58,7.44,0.48,0.0,1.0,1.0,13
alex gilpin,5.58,145,72,27,6.8,0.54,12.29,0.42,2.17,0.25,0.0,2.2,0.92,12
rick glenn,6.0,145,70,30,4.31,0.42,4.29,0.53,0.67,0.13,0.66,0.3,0.75,28
mark godbeer,6.33,240,77,35,3.97,0.53,3.3,0.54,0.0,0.0,0.28,0.0,0.76,17
hannah goldy,5.33,125,61,27,6.53,0.46,3.9,0.55,0.0,0.0,0.66,0.0,0.83,6
marcelo golm,6.25,249,75,27,4.27,0.58,4.3,0.45,0.45,0.5,0.87,0.5,0.67,9
frank gomez,5.83,135,67,33,1.52,0.48,0.79,0.66,1.14,0.6,0.7,0.8,0.71,14
ulysses gomez,5.5,125,66,36,2.72,0.25,3.57,0.68,0.0,0.0,0.0,0.0,0.69,13
joey gomez,5.83,155,71,30,2.93,0.35,4.03,0.53,1.15,0.37,0.5,0.0,0.88,8
luis gomez,5.58,145,68,24,1.57,0.33,4.03,0.55,4.48,0.5,0.33,0.0,0.8,5
takanori gomi,5.58,155,70,41,3.81,0.41,3.52,0.6,1.23,0.65,0.63,0.8,0.71,49
akihiro gono,5.58,170,68,45,2.18,0.48,2.67,0.63,1.01,0.84,0.46,0.5,0.58,55
gabriel gonzaga,6.17,242,76,40,2.12,0.45,2.94,0.57,2.8,0.39,0.66,1.1,0.61,28
justin gonzales,5.75,145,72,28,6.67,0.8,0.87,0.43,14.0,0.73,1.0,0.0,1.0,9
fernando gonzalez,5.75,170,68,36,4.18,0.44,4.22,0.65,0.6,0.25,0.43,1.5,0.63,30
lewis gonzalez,5.83,170,73,32,1.4,0.37,1.87,0.41,2.0,0.33,0.62,0.0,0.83,12
jason gonzalez,6.17,155,74,29,3.06,0.39,3.13,0.58,0.0,0.0,0.3,1.0,0.69,16
pearl gonzalez,5.33,115,68,33,2.23,0.37,4.07,0.57,1.04,0.11,0.0,0.5,0.67,9
lyman good,6.0,170,74,34,5.18,0.48,4.14,0.66,0.54,1.0,0.72,0.0,0.8,25
eddie gordon,6.0,185,76,36,2.03,0.32,2.57,0.6,1.93,0.83,0.63,0.0,0.67,12
jared gordon,5.75,155,68,31,6.29,0.54,3.81,0.59,3.05,0.39,0.5,0.0,0.83,18
tebaris gordon,6.08,265,78,31,3.53,0.16,49.41,0.22,0.0,0.0,0.0,0.0,0.75,4
alex gorgees,6.17,155,74,24,0.67,0.32,2.27,0.38,0.0,0.0,0.54,0.0,0.88,8
tim gorman,5.42,135,68,36,2.73,0.31,5.57,0.46,1.0,0.09,0.33,0.0,0.69,13
jonathan goulet,6.0,170,73,40,1.61,0.41,2.0,0.46,4.17,0.7,0.45,0.6,0.66,35
thibault gouti,5.83,155,72,32,3.68,0.34,5.64,0.5,1.23,0.8,0.83,0.3,0.71,17
wilson gouveia,6.08,185,76,41,3.02,0.39,4.06,0.56,0.9,0.66,0.57,2.2,0.6,20
damian grabowski,6.08,241,75,39,4.0,0.36,7.65,0.51,0.0,0.0,0.0,0.0,0.8,25
roger gracie,6.33,185,79,38,1.78,0.35,1.79,0.61,1.87,0.53,0.6,1.9,0.75,8
kron gracie,5.75,145,70,31,5.15,0.41,8.13,0.53,0.88,0.25,0.0,0.9,0.83,6
miranda granger,5.58,125,68,27,4.07,0.42,3.67,0.66,0.0,0.0,0.0,0.0,1.0,7
tj grant,5.83,155,72,35,3.95,0.54,3.21,0.56,1.63,0.43,0.36,0.6,0.81,26
davey grant,5.67,135,69,33,3.6,0.53,1.41,0.68,1.25,0.3,0.64,0.0,0.71,14
dwight grant,6.08,170,76,35,2.87,0.36,1.92,0.71,0.36,1.0,0.78,0.0,0.83,12
alexa grasso,5.42,115,66,26,5.25,0.41,3.61,0.63,0.19,0.33,0.63,0.6,0.79,14
michael graves,5.83,170,71,28,1.25,0.54,1.47,0.58,4.8,0.52,0.66,0.4,0.86,7
shelton graves,6.17,255,76,34,2.19,0.69,0.81,0.33,4.86,0.57,0.0,0.0,0.7,10
kevin gray,5.33,125,67,34,3.45,0.62,4.48,0.66,0.0,0.0,0.0,0.0,0.69,13
bobby green,5.83,155,71,33,5.11,0.49,3.87,0.62,1.03,0.25,0.75,0.3,0.71,34
desmond green,5.83,155,73,30,3.7,0.46,2.51,0.69,1.62,0.5,0.75,0.0,0.74,31
maurice greene,6.58,258,80,33,5.56,0.44,4.07,0.54,0.0,0.0,0.66,0.7,0.73,11
matt grice,5.67,145,70,38,4.09,0.53,2.69,0.56,2.19,0.37,0.82,0.5,0.75,20
forrest griffin,6.25,205,77,40,4.38,0.36,2.81,0.61,1.05,0.48,0.57,0.7,0.73,26
tyson griffin,5.5,145,68,35,3.71,0.41,2.3,0.65,1.87,0.46,0.59,0.9,0.71,21
max griffin,5.92,170,76,33,4.22,0.49,4.11,0.56,1.89,0.54,0.63,0.6,0.68,22
jordan griffin,5.83,145,73,29,3.15,0.46,2.71,0.52,0.44,0.25,0.6,1.8,0.71,24
chad griggs,6.08,205,73,41,2.67,0.5,2.22,0.46,1.51,0.66,0.41,0.0,0.79,14
josh grispi,5.92,145,74,31,1.44,0.41,3.71,0.5,1.97,0.36,0.16,2.2,0.74,19
garrett gross,5.75,155,69,31,2.39,0.45,1.67,0.46,0.0,0.0,0.52,0.0,0.65,17
kendall grove,6.5,185,79,36,2.31,0.41,2.4,0.54,0.49,0.45,0.56,1.7,0.57,23
chris gruetzemacher,5.67,155,68,33,7.12,0.58,5.09,0.56,0.0,0.0,0.62,0.0,0.82,17
vik grujic,5.92,170,73,42,2.24,0.48,3.39,0.41,1.18,0.33,0.26,0.4,0.54,13
mike grundy,5.58,145,72,32,3.4,0.58,2.27,0.76,1.55,0.33,1.0,0.0,0.92,13
wang guan,5.75,145,71,33,4.73,0.43,3.27,0.6,0.0,0.0,0.0,0.0,0.91,22
nandor guelmino,6.25,230,76,43,3.62,0.56,3.16,0.33,0.0,0.0,0.42,0.0,0.65,17
shannon gugerty,5.83,155,71,37,1.25,0.39,1.88,0.58,2.13,0.27,0.5,3.4,0.7,20
clay guida,5.58,155,70,37,2.45,0.33,2.46,0.65,3.32,0.37,0.69,0.7,0.69,51
melvin guillard,5.75,155,68,36,2.96,0.4,1.85,0.66,1.3,0.63,0.61,0.2,0.73,66
marcelo guimaraes,6.0,185,73,36,4.67,0.51,4.41,0.62,1.99,0.13,0.0,0.0,0.75,12
leonardo augusto leleco,6.0,185,73,37,2.35,0.56,2.99,0.44,0.0,0.0,0.52,1.0,0.79,14
john gunderson,5.75,155,69,40,1.04,0.27,1.71,0.58,1.67,0.33,0.11,2.0,0.7,46
john gunther,5.75,155,72,33,1.65,0.37,3.72,0.46,7.08,0.42,0.0,0.0,0.78,9
jorge gurgel,5.58,155,69,42,3.37,0.32,3.62,0.62,0.81,0.23,0.6,0.5,0.61,23
alexander gustafsson,6.42,205,79,32,4.02,0.4,3.44,0.51,1.56,0.39,0.85,0.4,0.75,24
horacio gutierrez,5.83,145,69,29,0.86,0.26,2.91,0.46,0.0,0.0,0.5,0.0,0.5,6
chris gutierrez,5.75,135,67,28,3.65,0.55,2.3,0.64,0.38,0.33,0.66,0.0,0.82,17
mike guymon,6.0,170,74,45,2.75,0.65,0.79,0.66,1.87,0.37,0.54,1.2,0.67,18
damir hadzovic,5.75,155,70,33,3.0,0.46,3.0,0.66,0.68,0.6,0.4,0.2,0.72,18
tim hague,6.33,260,76,36,2.79,0.47,4.14,0.46,1.72,0.33,0.85,0.9,0.72,18
yazan hajeh,5.75,145,73,27,1.54,0.25,17.44,0.44,0.0,0.0,1.0,0.0,0.86,7
uriah hall,6.0,185,79,35,3.31,0.5,3.57,0.53,0.75,0.38,0.69,0.2,0.64,25
ryan hall,5.83,145,70,34,2.32,0.43,0.96,0.75,0.31,0.16,0.0,0.9,0.89,9
dennis hallman,5.75,155,72,43,1.12,0.44,1.96,0.43,1.79,0.3,0.25,2.1,0.81,83
piotr hallmann,5.75,155,71,32,3.98,0.45,3.17,0.58,2.55,0.44,0.7,0.4,0.75,20
seohee ham,5.17,115,62,32,4.2,0.39,5.15,0.61,0.0,0.0,0.66,0.2,0.67,24
matt hamill,6.08,205,76,43,3.69,0.42,3.8,0.61,3.0,0.34,0.91,0.0,0.71,17
anthony hamilton,6.42,260,76,39,3.91,0.65,3.02,0.45,2.62,0.42,0.78,0.0,0.62,24
cj hamilton,5.58,125,68,33,2.47,0.31,3.93,0.58,0.0,0.0,0.62,0.0,0.73,15
jared hamman,6.25,185,75,37,5.15,0.42,3.93,0.55,1.57,0.46,0.3,0.0,0.68,19
nasrat haqparast,5.83,155,72,24,5.24,0.46,3.2,0.75,0.3,0.25,0.78,0.0,0.85,13
antoni hardonk,6.33,245,78,43,3.4,0.61,3.07,0.46,0.0,0.0,0.4,0.9,0.57,14
dan hardy,6.0,170,74,37,2.46,0.35,3.44,0.51,0.73,0.35,0.35,0.4,0.71,35
greg hardy,6.42,265,80,31,5.73,0.56,1.8,0.69,0.0,0.0,0.83,0.0,0.83,6
gerald harris,5.92,185,77,39,1.41,0.29,1.58,0.62,2.96,0.54,0.72,0.0,0.83,23
phil harris,5.33,125,64,36,2.34,0.26,3.16,0.68,1.76,0.21,0.6,0.0,0.65,34
walt harris,6.42,250,77,36,2.96,0.38,2.68,0.61,0.35,0.33,0.76,0.2,0.65,20
collin hart,6.08,185,76,30,6.33,0.44,7.53,0.51,2.0,0.16,0.5,0.0,0.57,7
dale hartt,5.83,155,69,40,1.14,0.35,1.55,0.66,1.22,1.0,0.25,2.5,0.67,9
clay harvison,6.08,170,74,39,3.29,0.48,3.91,0.58,0.66,1.0,0.68,1.3,0.75,12
hayder hassan,5.83,170,70,37,2.11,0.46,3.16,0.48,0.0,0.0,0.25,0.0,0.67,9
john hathaway,6.08,170,75,32,3.4,0.4,1.8,0.62,2.61,0.43,0.6,0.9,0.89,19
phil hawes,6.08,185,70,30,2.32,0.41,4.77,0.48,2.05,0.14,0.0,0.0,0.8,5
tommy hayden,5.75,145,72,33,1.48,0.27,2.05,0.55,3.42,0.33,0.66,0.0,0.8,10
dustin hazelett,6.08,170,76,33,2.24,0.4,3.51,0.46,0.55,0.5,0.25,4.1,0.63,19
james head,6.08,170,73,35,2.75,0.48,3.11,0.49,0.41,1.0,0.66,0.8,0.69,13
pat healy,6.0,155,74,36,2.57,0.36,2.57,0.5,3.08,0.37,0.55,1.1,0.62,50
david heath,5.92,205,72,43,1.48,0.3,5.16,0.49,0.33,0.5,0.57,1.0,0.7,23
chris heatherly,5.75,155,68,31,1.08,0.45,2.67,0.52,3.39,0.5,1.0,0.7,0.75,12
jake hecht,6.0,170,76,35,3.26,0.47,2.76,0.56,2.04,0.37,0.4,0.0,0.73,15
nick hein,5.5,155,66,35,2.65,0.35,3.61,0.59,0.86,0.33,0.83,0.0,0.74,19
ian heinisch,5.92,185,72,31,3.33,0.5,2.61,0.55,0.62,0.12,0.63,0.6,0.87,15
marcin held,5.75,155,71,27,1.41,0.34,2.02,0.47,2.46,0.46,0.37,1.3,0.77,30
dan henderson,5.92,185,74,49,2.44,0.47,2.7,0.51,1.52,0.52,0.57,0.3,0.68,47
benson henderson,5.75,170,70,35,2.93,0.45,1.79,0.63,2.4,0.45,0.63,0.8,0.82,28
johny hendricks,5.75,185,69,36,3.49,0.45,3.99,0.53,3.83,0.46,0.63,0.3,0.69,26
luis henrique,6.17,243,74,26,1.81,0.43,2.22,0.47,3.09,0.36,0.5,1.0,0.67,15
paulo costa,6.08,185,72,28,8.43,0.57,6.84,0.53,0.0,0.0,0.8,0.0,1.0,13
danny henry,6.0,145,73,31,5.85,0.53,4.84,0.44,0.89,0.33,0.66,2.7,0.8,15
ed herman,6.08,205,77,39,3.18,0.48,3.1,0.44,2.36,0.51,0.6,1.3,0.64,39
dave herman,6.33,242,76,35,4.98,0.6,3.78,0.48,1.49,1.0,0.58,0.0,0.78,27
jack hermansson,6.08,185,77,31,5.13,0.48,2.56,0.56,2.23,0.36,0.77,0.7,0.8,25
junior hernandez,5.75,135,69,33,2.72,0.28,5.51,0.64,0.0,0.0,0.0,0.0,0.7,20
alexander hernandez,5.75,155,72,27,3.07,0.41,3.25,0.5,1.52,0.3,0.57,0.0,0.85,13
anthony hernandez,6.0,185,75,26,5.23,0.54,6.02,0.47,5.48,0.66,0.85,0.9,0.89,9
nohelin hernandez,5.83,135,71,25,1.32,0.34,2.63,0.52,0.71,0.5,0.37,0.0,0.71,14
geane herrera,5.42,125,66,29,1.51,0.31,5.07,0.52,0.83,0.37,0.38,0.6,0.75,12
alvaro herrera,6.0,155,74,29,1.89,0.38,3.4,0.55,0.0,0.0,0.33,1.1,0.6,15
felice herrig,5.33,115,65,35,3.69,0.36,4.89,0.5,1.2,0.3,0.76,0.9,0.64,22
heath herring,6.33,250,78,41,2.37,0.5,1.77,0.54,1.22,0.5,0.32,0.7,0.67,42
clint hester,6.17,205,77,32,3.36,0.42,3.44,0.56,1.02,0.35,0.6,0.0,0.65,17
jimy hettes,5.75,145,71,32,3.47,0.57,3.5,0.57,5.2,0.44,0.61,1.4,0.79,14
marcus hicks,5.5,155,64,43,1.42,0.43,3.06,0.61,2.7,0.53,0.25,4.0,0.75,12
jay hieron,6.0,170,75,43,1.66,0.32,1.89,0.61,4.05,0.6,0.66,1.0,0.77,30
jason high,5.67,155,71,38,1.28,0.42,1.56,0.48,2.36,0.63,0.37,2.8,0.79,24
corey hill,6.33,155,80,41,3.57,0.46,1.61,0.7,3.02,0.8,1.0,0.0,0.5,8
angela hill,5.25,115,64,34,5.88,0.5,5.3,0.65,0.39,0.36,0.73,0.1,0.59,17
tyler hill,6.25,170,78,28,3.64,0.39,5.33,0.47,0.0,0.0,0.0,0.0,0.89,9
jamahal hill,6.33,205,79,28,9.81,0.66,4.01,0.42,0.0,0.0,1.0,0.0,1.0,5
kailan hill,6.08,185,77,24,2.6,0.53,4.8,0.37,3.0,0.42,0.0,0.0,0.8,5
hatsu hioki,5.92,145,70,36,2.42,0.42,2.12,0.65,2.55,0.56,0.54,0.6,0.71,38
kuniyoshi hironaka,5.83,168,70,43,1.98,0.4,3.01,0.54,1.91,0.3,0.25,0.6,0.7,27
mizuto hirota,5.58,155,67,38,3.36,0.4,3.5,0.54,1.36,0.5,0.58,0.1,0.61,31
kwan ho kwak,5.42,135,70,30,3.29,0.41,3.45,0.47,0.78,1.0,0.26,0.0,0.82,11
matt hobar,5.83,135,70,32,3.23,0.42,4.27,0.52,3.66,0.44,0.5,0.0,0.75,12
andrew holbrook,5.92,155,70,33,2.2,0.49,3.0,0.54,0.85,0.18,0.1,2.1,0.8,15
chris holdsworth,5.92,135,71,32,1.85,0.29,1.94,0.58,3.38,0.62,1.0,2.0,1.0,7
kevin holland,6.25,185,81,26,4.16,0.54,2.58,0.55,1.27,0.43,0.48,1.1,0.76,21
roger hollett,5.92,205,70,41,1.83,0.47,6.47,0.34,1.0,0.28,0.3,0.0,0.72,18
max holloway,5.92,145,69,27,6.78,0.45,4.29,0.63,0.26,0.83,0.84,0.4,0.84,25
holly holm,5.67,135,69,38,2.82,0.34,2.83,0.57,0.55,0.31,0.79,0.1,0.71,17
kurt holobaugh,5.92,155,70,33,4.51,0.42,4.28,0.46,0.97,0.36,0.45,0.7,0.71,24
paddy holohan,5.83,125,69,31,2.13,0.46,2.81,0.46,2.88,0.47,0.71,1.3,0.8,15
scott holtzman,5.75,155,69,36,4.36,0.5,3.27,0.55,2.37,0.58,0.64,0.2,0.81,16
sabah homasi,6.0,170,72,31,4.98,0.48,6.91,0.47,2.8,0.5,0.66,0.0,0.58,19
mark hominick,5.67,145,68,37,4.08,0.42,4.18,0.69,0.25,0.66,0.71,0.9,0.62,32
barb honchak,5.33,125,65,40,4.04,0.3,4.67,0.66,0.0,0.0,0.0,1.3,0.67,15
dan hooker,6.0,155,75,29,4.73,0.44,4.72,0.55,0.4,0.33,0.78,0.4,0.71,28
darrell horcher,5.83,155,70,32,2.05,0.44,4.21,0.39,0.35,0.5,0.47,0.7,0.76,17
yoshinori horie,5.67,145,70,24,2.76,0.49,5.65,0.48,0.0,0.0,0.0,0.0,0.8,10
kyoji horiguchi,5.42,125,66,29,3.6,0.45,2.45,0.62,2.0,0.44,0.55,0.0,0.9,20
jeremy horn,6.08,185,74,44,1.19,0.39,1.99,0.55,1.83,0.38,0.29,1.1,0.77,114
chris horodecki,5.75,155,69,32,4.59,0.41,3.16,0.65,1.52,0.55,0.37,0.9,0.82,22
jeff hougland,5.58,135,68,41,1.86,0.48,3.46,0.47,0.86,0.18,0.0,1.1,0.62,16
brian houston,6.17,185,78,38,1.9,0.35,3.67,0.53,0.95,1.0,0.87,0.0,0.67,6
john howard,5.58,170,71,36,2.15,0.5,3.08,0.51,2.7,0.49,0.53,0.4,0.66,35
shane howell,5.67,125,69,35,1.27,0.32,2.55,0.42,0.0,0.0,0.2,0.0,0.59,22
carlos huachin,5.33,135,67,23,2.1,0.21,4.8,0.5,0.0,0.0,0.66,0.0,0.62,16
austin hubbard,5.83,155,71,27,3.17,0.41,3.57,0.54,1.5,0.6,0.62,0.0,0.79,14
roger huerta,5.75,155,70,36,3.64,0.36,2.33,0.56,2.13,0.46,0.52,0.5,0.78,27
matt hughes,5.75,170,73,46,2.14,0.53,1.36,0.53,2.95,0.5,0.35,1.2,0.83,54
jeff hughes,6.17,250,77,31,5.66,0.53,4.51,0.56,1.28,0.5,0.75,0.0,0.83,12
mark hunt,5.83,265,72,45,2.81,0.43,2.9,0.51,0.51,0.55,0.64,0.2,0.46,28
adam hunter,6.08,185,73,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,8
al iaquinta,5.83,155,70,32,4.06,0.4,4.44,0.61,0.64,0.18,0.74,0.2,0.67,21
khadis ibragimov,6.25,205,78,24,7.34,0.52,6.76,0.57,1.25,0.16,1.0,0.0,0.89,9
dan ige,5.58,145,71,28,4.15,0.49,3.07,0.61,2.73,0.34,0.54,1.0,0.86,14
zelim imadaev,6.0,170,76,24,4.27,0.42,3.13,0.48,0.0,0.0,0.45,0.0,0.89,9
chris indich,5.83,170,73,32,1.31,0.3,4.32,0.43,0.75,0.5,0.5,1.5,0.62,8
guto inocente,6.25,205,77,33,4.13,0.66,2.92,0.54,0.67,0.33,0.66,0.7,0.6,10
naoki inoue,5.75,125,71,22,3.67,0.35,3.37,0.6,0.0,0.0,0.6,2.5,0.92,12
mizuki inoue,5.25,125,65,25,6.2,0.45,8.2,0.54,0.0,0.0,1.0,0.0,0.74,19
james irvin,6.17,205,75,41,2.03,0.48,3.86,0.35,0.0,0.0,0.36,0.5,0.62,24
teruto ishihara,5.58,135,69,28,3.26,0.44,3.63,0.53,0.5,0.16,0.3,0.0,0.55,20
damir ismagulov,5.75,155,70,28,3.76,0.43,1.87,0.69,1.67,0.31,1.0,0.0,0.9,21
leandro issa,5.58,135,69,36,2.08,0.37,3.17,0.58,2.38,0.22,0.5,1.2,0.68,19
blagoy ivanov,5.92,250,73,33,3.56,0.36,4.44,0.56,0.55,1.0,1.0,0.0,0.9,20
yves jabouin,5.58,135,68,40,3.06,0.41,2.93,0.62,1.94,0.6,0.82,0.1,0.65,31
rampage jackson,6.08,205,73,41,3.25,0.54,2.51,0.55,1.52,0.56,0.73,0.1,0.77,47
damon jackson,5.92,145,71,31,2.71,0.35,3.9,0.43,1.77,0.2,0.6,0.0,0.82,11
jason jackson,6.08,170,78,28,2.24,0.48,1.31,0.56,0.0,0.0,0.0,0.0,0.78,9
montel jackson,5.83,135,75,27,3.87,0.49,1.87,0.56,2.73,0.88,0.65,0.3,0.89,9
dustin jacoby,6.33,185,78,31,1.5,0.25,2.65,0.61,0.0,0.0,0.28,0.0,0.67,9
virna jandiroba,5.25,115,64,31,1.13,0.45,1.67,0.5,3.0,0.33,0.6,0.0,0.93,15
ryan janes,6.25,185,76,38,7.69,0.48,5.53,0.59,0.35,1.0,0.58,0.0,0.77,13
josh janousek,5.92,185,73,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,9
dave jansen,5.75,155,73,40,2.94,0.33,3.67,0.58,2.79,0.28,0.38,0.9,0.83,18
keith jardine,6.17,185,76,43,3.25,0.36,2.98,0.59,1.18,0.45,0.62,0.7,0.59,29
brock jardine,5.92,170,73,34,1.06,0.3,3.34,0.56,0.0,0.0,0.14,0.8,0.75,12
rony jason,5.58,145,70,35,2.04,0.44,3.14,0.53,0.59,0.3,0.36,0.8,0.68,22
joanna jedrzejczyk,5.5,125,65,32,6.18,0.47,2.73,0.65,0.3,0.62,0.81,0.1,0.84,19
aaron jeffery,6.17,185,74,26,6.21,0.84,4.14,0.39,0.0,0.0,0.75,0.0,0.86,7
ryan jensen,6.08,185,76,42,2.84,0.39,2.99,0.59,1.55,0.5,0.31,1.9,0.65,23
chanmi jeon,5.42,115,67,22,6.23,0.31,7.77,0.55,0.0,0.0,0.0,0.0,0.71,7
ryan jimmo,6.08,205,73,37,3.12,0.66,2.77,0.46,0.45,0.28,0.87,0.0,0.79,24
sung bin jo,6.0,145,72,27,1.4,0.33,2.67,0.51,1.0,0.33,0.83,1.0,0.9,10
carls john de tomas,5.42,125,71,23,1.74,0.37,3.93,0.44,1.37,0.33,0.66,0.0,0.8,10
brett johns,5.58,135,71,27,3.41,0.45,4.74,0.55,3.72,0.48,0.78,0.5,0.88,17
miles johns,5.58,135,66,25,3.47,0.53,2.3,0.6,2.0,0.66,0.85,0.0,1.0,10
anthony johnson,6.17,205,78,35,3.25,0.47,1.83,0.6,2.43,0.57,0.77,0.6,0.79,28
damarques johnson,6.08,170,75,37,2.11,0.37,3.75,0.51,1.18,0.55,0.19,0.7,0.6,30
tony johnson,6.17,205,76,36,4.0,0.92,3.67,0.22,0.0,0.0,0.9,0.0,0.78,9
lavar johnson,6.33,240,82,42,5.39,0.55,2.54,0.55,0.61,0.66,0.54,0.6,0.71,24
demetrious johnson,5.25,125,66,33,3.43,0.54,1.66,0.67,3.35,0.56,0.65,0.5,0.87,31
michael johnson,5.83,155,73,33,4.15,0.37,3.82,0.58,0.56,0.45,0.78,0.1,0.59,34
kajan johnson,5.92,155,75,35,2.47,0.42,1.59,0.64,1.54,0.37,0.62,0.2,0.61,38
dashon johnson,5.58,145,70,31,1.01,0.69,3.83,0.35,0.85,0.33,0.63,0.8,0.82,11
tim johnson,6.25,265,77,34,3.43,0.45,3.08,0.44,1.09,0.24,0.69,0.0,0.75,16
jordan johnson,6.17,205,79,30,3.45,0.47,2.64,0.53,3.25,0.42,1.0,1.2,1.0,10
taylor johnson,6.0,185,74,28,5.09,0.6,1.13,0.33,8.49,1.0,1.0,0.0,0.83,6
liana jojua,5.33,135,62,24,1.53,0.42,3.54,0.5,2.41,0.66,0.0,0.0,0.7,10
daniel jolly,6.08,205,75,35,1.32,0.46,3.39,0.44,2.83,0.33,0.5,0.0,0.71,7
jon jones,6.33,205,84,32,4.31,0.57,2.03,0.65,1.9,0.46,0.95,0.5,0.96,26
justin jones,5.92,185,78,32,1.7,0.36,3.17,0.45,1.0,0.15,0.46,0.5,0.82,11
jamelle jones,6.0,205,75,31,1.78,0.8,3.11,0.65,0.0,0.0,0.0,0.0,0.58,12
jocelyn jones-lybarger,5.58,115,64,34,2.96,0.31,4.83,0.56,0.34,0.25,0.81,0.0,0.6,10
shawn jordan,6.0,260,75,35,2.87,0.5,3.3,0.47,1.97,0.38,0.76,0.1,0.72,25
ivan jorge,5.75,155,73,38,3.41,0.49,2.91,0.59,1.56,0.16,0.75,0.6,0.84,31
scott jorgensen,5.42,135,66,37,3.37,0.4,3.41,0.65,2.61,0.45,0.59,0.7,0.56,27
krzysztof jotko,6.08,185,77,30,2.84,0.44,1.81,0.58,1.39,0.4,0.85,0.1,0.84,25
alan jouban,6.0,170,73,37,4.85,0.5,3.34,0.61,0.59,0.5,0.62,0.0,0.7,23
charles jourdain,5.75,155,69,23,3.67,0.37,5.2,0.45,0.0,0.0,0.0,0.0,0.82,11
dustin joynson,6.5,244,78,34,3.28,0.53,5.63,0.47,0.0,0.0,0.0,0.0,1.0,5
luke jumeau,5.92,170,72,31,2.93,0.43,3.17,0.58,0.25,1.0,0.86,0.0,0.72,18
chan sung jung,5.58,145,72,32,4.25,0.39,3.77,0.6,0.81,0.41,0.75,0.6,0.75,20
da un jung,6.33,205,78,25,6.76,0.42,7.34,0.47,0.0,0.0,0.83,1.2,0.86,14
myles jury,5.83,145,73,30,2.94,0.42,2.16,0.66,2.16,0.55,0.5,0.3,0.81,21
cris cyborg,5.67,145,68,34,7.28,0.52,2.25,0.64,0.66,0.55,0.94,0.4,0.91,23
emily peters kagan,5.25,115,66,38,2.6,0.36,5.29,0.38,1.86,0.14,0.5,0.0,0.5,6
sirwan kakai,5.42,135,66,30,3.57,0.41,4.63,0.62,4.0,0.42,0.83,0.0,0.8,15
martin kampmann,6.0,170,72,37,3.22,0.42,3.28,0.62,1.86,0.41,0.78,2.0,0.74,27
bharat kandare,5.58,135,72,32,0.7,0.1,1.88,0.72,0.0,0.0,0.0,0.0,0.62,8
masanori kanehara,5.58,135,67,36,1.88,0.49,1.63,0.62,1.44,0.5,0.63,0.9,0.58,43
denis kang,5.92,185,77,42,2.27,0.35,1.65,0.67,2.51,0.65,0.38,1.2,0.67,51
kyung ho kang,5.75,135,73,32,2.7,0.44,2.55,0.59,2.46,0.64,0.71,1.2,0.67,24
kai kara-france,5.33,125,69,26,5.22,0.43,3.18,0.68,1.0,0.37,0.88,0.0,0.74,27
alex karalexis,5.67,155,66,42,2.39,0.38,2.37,0.57,2.64,0.42,0.86,1.1,0.62,16
impa kasanganay,5.92,185,75,25,4.8,0.62,2.6,0.46,2.0,1.0,0.57,0.0,1.0,5
nadia kassem,5.42,125,66,23,3.13,0.41,4.48,0.48,0.46,0.33,0.4,2.8,0.71,7
yusuke kasuya,5.58,155,67,29,2.17,0.44,4.34,0.48,1.36,0.33,0.0,0.0,0.64,14
brad katona,5.5,135,64,27,3.33,0.51,2.98,0.57,1.25,0.22,0.47,0.0,0.82,11
calvin kattar,5.92,145,72,31,5.06,0.42,6.35,0.55,0.61,0.33,0.8,0.0,0.87,23
sarah kaufman,5.42,135,67,34,6.65,0.46,4.0,0.62,0.38,0.57,0.81,0.0,0.81,21
tatsuya kawajiri,5.58,145,69,41,2.04,0.44,2.01,0.5,3.63,0.48,0.63,1.1,0.74,47
julie kedzie,5.42,135,64,38,2.9,0.36,3.18,0.46,1.14,0.23,0.78,0.0,0.55,29
chris kelades,5.58,125,68,38,2.4,0.43,2.64,0.48,1.04,0.18,0.53,0.3,0.75,12
brian kelleher,5.5,135,66,33,5.01,0.45,5.98,0.54,1.25,0.26,0.84,0.6,0.66,29
paul kelly,5.75,155,70,35,3.22,0.37,2.61,0.59,1.34,0.6,0.3,1.5,0.75,16
daniel kelly,6.0,185,70,41,3.62,0.38,4.64,0.61,1.86,0.34,0.78,0.3,0.76,17
tim kennedy,5.92,185,74,40,2.78,0.47,1.84,0.62,2.58,0.35,0.7,0.7,0.75,24
steve kennedy,5.92,170,71,36,2.28,0.35,5.52,0.45,2.51,0.33,0.0,0.0,0.73,30
jeremy kennedy,5.92,145,71,27,2.22,0.46,2.58,0.47,5.73,0.52,0.66,0.0,0.92,12
